customer_age,customer_tenure_months,vehicle_age_years,idv,claim_amount,repair_estimate,police_report_filed,accident_type,damage_type,previous_claims_count,engine_guard_addon,tyre_rim_addon,vehicle_fire,theft,fraud_label
50,80,7,978863,235737,241620,True,Hit and run,Windshield,0,False,False,False,False,False
67,29,1,1021664,498065,504280,True,Hit and run,Front bumper,0,True,False,False,False,True
41,83,11,665969,443088,449500,True,Rollover,Windshield,4,True,False,False,False,False
35,90,12,1045150,181087,188993,True,Rollover,Engine,3,False,True,False,False,False
56,99,11,578949,455551,471644,True,Rollover,Engine,0,True,True,False,False,False
67,40,6,1086738,666166,689340,True,Side collision,Rear bumper,0,False,False,False,False,False
36,51,12,1122026,10255,31858,True,Theft,Rear bumper,0,False,False,False,True,False
64,118,9,935152,18305,29733,True,Side collision,Engine,3,True,False,False,False,False
29,40,10,430846,255654,264564,True,Rear-end collision,Total loss,3,True,False,False,False,False
62,49,8,1180933,845698,852168,True,Side collision,Front bumper,4,False,True,False,False,False
59,3,6,1124633,107327,134408,True,Theft,Side panel,1,False,False,False,True,False
37,74,9,1111563,470308,480333,True,Hit and run,Engine,6,True,False,False,False,False
31,120,7,393520,219178,247290,True,Fire,Total loss,1,False,False,True,False,False
69,39,10,850608,552395,557264,False,Hit and run,Front bumper,0,True,False,False,False,False
43,90,12,911511,492155,509279,True,Rollover,Side panel,0,False,False,False,False,False
38,30,6,957689,52685,78502,True,Hit and run,Rear bumper,3,True,True,False,False,False
53,54,12,1159761,709155,738403,False,Fire,Engine,2,False,False,True,False,True
37,47,1,738985,67898,83542,True,Theft,Side panel,6,False,False,False,True,False
40,106,5,739308,479461,501520,True,Rollover,Front bumper,0,True,False,False,False,False
40,87,8,857385,631064,645216,False,Rollover,Windshield,6,False,False,False,False,True
50,106,8,556572,251165,268399,True,Hit and run,Windshield,4,True,False,False,False,False
56,54,2,380578,126677,134975,True,Theft,Engine,0,False,False,False,True,False
63,83,7,686074,197217,223037,False,Theft,Side panel,4,True,False,False,True,True
39,26,9,598555,311368,322736,True,Rear-end collision,Total loss,2,False,False,False,False,False
23,114,4,587840,49352,73187,True,Rear-end collision,Engine,0,False,True,False,False,False
58,115,9,548313,317488,327377,True,Theft,Engine,5,False,False,False,True,False
53,19,2,727901,138930,154935,True,Rollover,Windshield,1,True,True,False,False,False
36,25,2,1163158,628556,657727,True,Rollover,Rear bumper,6,True,False,False,False,False
63,48,10,813175,459943,465867,False,Rollover,Total loss,0,False,True,False,False,False
50,75,6,1082595,561631,584811,True,Side collision,Front bumper,2,False,False,False,False,False
65,62,2,987332,757064,771544,False,Theft,Windshield,2,False,False,False,True,True
55,45,11,556254,16306,39198,True,Hit and run,Engine,3,True,True,False,False,False
46,101,8,495004,12272,15357,True,Side collision,Engine,4,True,True,False,False,False
52,53,3,1130995,217455,239984,True,Rollover,Front bumper,3,False,True,False,False,False
34,35,3,1059620,496163,498589,False,Rear-end collision,Side panel,3,False,True,False,False,False
54,27,9,1050000,354552,382088,True,Rear-end collision,Rear bumper,0,True,False,False,False,False
35,46,9,806573,349539,358084,True,Theft,Total loss,4,False,True,False,True,False
32,96,1,336563,66181,80692,True,Side collision,Engine,0,True,True,False,False,False
28,41,3,677040,93066,96380,True,Fire,Windshield,6,False,True,True,False,False
63,62,7,1060144,631154,658436,True,Side collision,Side panel,5,True,True,False,False,False
63,92,12,470246,337616,343176,True,Fire,Windshield,1,True,True,True,False,True
38,107,11,849607,368457,384263,True,Theft,Engine,4,False,False,False,True,False
64,30,11,418840,256753,277896,True,Rollover,Windshield,1,False,False,False,False,False
39,63,8,1187883,456808,469106,True,Theft,Rear bumper,1,False,True,False,True,False
31,30,5,830949,362736,381906,True,Side collision,Windshield,2,False,False,False,False,False
54,75,9,962279,512354,518984,True,Rollover,Total loss,6,True,False,False,False,False
50,13,7,745408,62930,86621,True,Side collision,Front bumper,2,True,False,False,False,False
25,66,8,360140,219743,234176,False,Side collision,Total loss,5,True,False,False,False,True
38,119,8,868070,263313,278231,True,Side collision,Side panel,3,False,False,False,False,False
22,103,2,604867,465353,482204,True,Rear-end collision,Engine,5,False,True,False,False,True
43,90,1,997189,540189,569415,False,Rear-end collision,Side panel,3,False,True,False,False,False
29,82,8,1162443,866157,890327,True,Rollover,Rear bumper,1,True,True,False,False,True
36,7,5,1026852,348384,351065,True,Theft,Rear bumper,5,False,False,False,True,False
37,83,3,489072,54558,73677,True,Fire,Total loss,2,True,True,True,False,False
25,1,11,542923,31337,52376,False,Rear-end collision,Total loss,6,False,False,False,False,False
41,72,2,461392,147604,174597,True,Rollover,Rear bumper,5,True,False,False,False,False
22,8,12,339819,121388,129357,True,Rear-end collision,Windshield,0,False,True,False,False,False
62,66,12,630751,359974,363483,False,Hit and run,Engine,0,True,False,False,False,False
67,82,9,591785,391436,418747,True,Hit and run,Engine,4,False,False,False,False,False
22,37,0,1027407,767107,789787,False,Rear-end collision,Side panel,3,True,True,False,False,True
60,1,4,951335,309034,333873,True,Side collision,Front bumper,2,False,True,False,False,False
68,18,7,414926,98246,119630,True,Theft,Front bumper,3,False,False,False,True,False
45,37,3,926564,254468,263411,False,Rear-end collision,Front bumper,5,False,True,False,False,True
35,104,10,837622,28704,43758,True,Side collision,Total loss,4,True,False,False,False,False
41,1,5,569190,175672,183739,True,Hit and run,Rear bumper,4,False,True,False,False,False
26,55,10,958886,356839,374110,True,Rollover,Windshield,5,True,True,False,False,False
32,28,6,580990,403869,414165,True,Rollover,Rear bumper,1,False,False,False,False,False
58,35,5,536006,68867,81264,True,Side collision,Engine,3,True,True,False,False,False
46,102,10,339490,34345,58778,True,Side collision,Rear bumper,3,False,True,False,False,False
53,83,3,853737,452879,458783,False,Fire,Rear bumper,1,False,True,True,False,False
70,49,2,542846,420549,426360,True,Rear-end collision,Engine,4,False,False,False,False,False
41,32,5,453656,361584,389761,True,Hit and run,Side panel,4,False,True,False,False,False
41,27,0,383100,222624,252433,False,Theft,Front bumper,1,False,True,False,True,True
39,84,3,755880,448280,476670,True,Side collision,Rear bumper,2,False,False,False,False,False
63,99,4,861507,12982,30270,True,Rear-end collision,Rear bumper,4,False,True,False,False,False
57,117,7,837006,126161,145618,True,Fire,Rear bumper,2,False,False,True,False,False
33,83,6,1015436,737173,739203,True,Theft,Side panel,6,True,False,False,True,True
29,14,1,913121,193442,203459,True,Theft,Front bumper,3,False,False,False,True,False
30,60,3,443895,18095,39483,False,Side collision,Rear bumper,0,False,False,False,False,False
55,15,7,914410,220035,246728,True,Theft,Engine,2,True,False,False,True,False
51,68,5,512374,42307,61412,True,Rear-end collision,Engine,0,True,True,False,False,False
65,64,0,863388,312056,328266,True,Theft,Windshield,6,False,True,False,True,False
35,111,0,409163,100279,112796,True,Rear-end collision,Front bumper,0,True,True,False,False,False
42,99,3,662189,321825,344168,True,Side collision,Engine,1,False,True,False,False,False
59,101,11,638845,26237,47932,True,Hit and run,Rear bumper,3,False,False,False,False,False
47,45,2,440838,264316,280830,True,Side collision,Total loss,4,False,False,False,False,False
31,22,9,923934,204619,223737,True,Rear-end collision,Side panel,1,True,True,False,False,False
58,53,10,1046141,145259,158948,True,Fire,Front bumper,4,False,False,True,False,False
64,99,7,660999,25663,36178,True,Rollover,Windshield,4,False,True,False,False,False
69,94,2,340996,16278,20133,False,Side collision,Engine,0,True,True,False,False,False
25,108,11,1000207,168886,196478,False,Hit and run,Engine,3,False,False,False,False,False
53,31,2,701075,119291,121453,True,Fire,Engine,3,True,False,True,False,True
25,38,4,1172979,777785,796578,True,Theft,Front bumper,4,True,False,False,True,False
31,41,11,786518,470488,495626,True,Hit and run,Rear bumper,2,False,True,False,False,False
68,12,6,513546,69733,99460,True,Side collision,Engine,3,False,True,False,False,False
68,22,10,488003,20447,27192,True,Rear-end collision,Windshield,2,True,True,False,False,False
53,100,2,799720,340713,366570,True,Hit and run,Engine,5,False,True,False,False,False
69,28,12,1108234,196920,199045,False,Theft,Total loss,5,False,False,False,True,False
47,75,7,987779,764033,776906,True,Rollover,Windshield,2,True,False,False,False,True
50,43,10,1012802,449425,461350,True,Theft,Windshield,6,False,False,False,True,False
30,8,6,1020093,623479,628368,True,Side collision,Side panel,3,False,True,False,False,False
23,5,11,916784,112881,123650,True,Hit and run,Total loss,3,True,False,False,False,True
61,8,2,333475,125422,143593,True,Fire,Total loss,6,False,False,True,False,False
42,80,11,1074042,244140,264147,False,Side collision,Side panel,5,True,True,False,False,True
68,84,10,735514,373079,397722,True,Side collision,Total loss,4,True,True,False,False,False
47,38,8,579061,429632,431955,False,Fire,Engine,1,False,False,True,False,False
38,6,6,818873,207517,216418,False,Side collision,Rear bumper,6,True,True,False,False,True
60,13,11,1102458,789246,798560,False,Rollover,Front bumper,4,True,False,False,False,True
34,27,3,524912,75105,85893,False,Fire,Windshield,1,True,True,True,False,False
44,106,2,401627,292288,310914,False,Side collision,Side panel,2,True,True,False,False,True
29,43,3,960977,17621,33838,False,Rollover,Rear bumper,4,True,True,False,False,False
64,62,11,398645,112819,119775,False,Fire,Front bumper,1,True,True,True,False,False
24,58,2,770519,152553,168401,True,Side collision,Total loss,0,False,False,False,False,False
45,106,10,920259,68428,91667,True,Rollover,Windshield,0,False,False,False,False,False
52,45,8,923397,643079,667020,False,Fire,Windshield,4,False,True,True,False,True
52,103,10,473280,123236,131817,True,Side collision,Engine,4,True,True,False,False,False
26,49,12,932335,621525,634892,True,Rollover,Total loss,6,True,True,False,False,False
27,97,7,699685,181303,197541,True,Rollover,Windshield,3,True,False,False,False,False
46,77,0,960266,722727,735765,True,Side collision,Engine,3,False,False,False,False,False
38,91,9,773506,53366,78588,False,Rollover,Windshield,2,False,True,False,False,False
65,60,12,460514,258671,267959,False,Theft,Windshield,4,True,True,False,True,False
36,111,10,867641,40977,64915,True,Side collision,Side panel,4,True,False,False,False,False
45,31,8,864435,90115,95850,True,Fire,Side panel,3,True,False,True,False,False
48,65,11,488049,278572,280606,False,Fire,Windshield,1,True,False,True,False,False
45,94,6,1198841,614012,631529,True,Theft,Front bumper,0,True,False,False,True,False
32,56,9,1186052,514561,529904,False,Side collision,Side panel,0,True,True,False,False,False
54,118,1,363393,128115,135192,True,Theft,Front bumper,6,False,True,False,True,False
69,71,3,956156,617247,636350,True,Hit and run,Engine,4,True,False,False,False,False
41,53,7,1029083,822883,828951,True,Fire,Side panel,4,False,False,True,False,False
23,43,7,482457,314867,336863,False,Theft,Front bumper,3,False,True,False,True,True
31,40,5,589670,397400,403718,True,Rollover,Side panel,3,True,False,False,False,False
49,73,3,1191626,248706,265359,True,Rear-end collision,Rear bumper,6,True,False,False,False,True
61,75,10,587913,71464,80936,True,Rear-end collision,Side panel,1,False,False,False,False,False
55,27,0,359199,174541,203293,True,Hit and run,Total loss,6,True,True,False,False,False
25,59,12,641821,365878,392037,True,Fire,Front bumper,3,True,True,True,False,False
38,69,2,1155322,190073,194524,True,Fire,Side panel,4,True,False,True,False,True
34,83,11,910202,220325,241745,True,Fire,Side panel,1,True,False,True,False,False
26,13,1,1168070,474021,489470,True,Rollover,Side panel,4,True,True,False,False,False
38,84,9,541452,120312,139518,False,Fire,Total loss,4,False,False,True,False,False
43,1,2,522043,38072,61168,True,Rollover,Windshield,0,False,False,False,False,False
59,95,12,390828,124856,149903,True,Rollover,Total loss,0,False,False,False,False,False
70,50,9,439677,64417,90838,True,Rollover,Front bumper,1,True,True,False,False,False
40,25,7,1074073,28782,35110,False,Side collision,Windshield,6,True,False,False,False,True
46,55,0,433058,323900,352878,False,Side collision,Rear bumper,0,False,False,False,False,True
52,55,8,682734,222201,232575,True,Fire,Engine,0,True,True,True,False,False
29,19,7,848519,315180,344349,True,Rollover,Windshield,1,True,True,False,False,False
49,45,12,801806,81849,84780,False,Theft,Windshield,5,True,False,False,True,True
25,50,11,587334,278535,296062,False,Side collision,Rear bumper,0,False,False,False,False,False
52,55,4,685513,429461,442817,True,Hit and run,Total loss,3,False,True,False,False,False
69,104,8,1062623,178381,199431,True,Hit and run,Total loss,5,False,False,False,False,False
59,4,8,1185105,354640,381496,True,Fire,Total loss,5,False,False,True,False,False
28,9,11,857544,162185,166661,True,Theft,Total loss,6,False,False,False,True,False
43,26,6,803967,505350,534088,True,Rear-end collision,Windshield,5,False,False,False,False,False
25,69,2,720391,300638,323547,True,Fire,Front bumper,4,False,False,True,False,False
26,107,12,801351,131638,143753,True,Side collision,Windshield,2,True,False,False,False,False
21,84,8,475980,82404,105779,False,Side collision,Rear bumper,1,False,True,False,False,False
54,89,0,759057,153742,169303,True,Theft,Total loss,5,True,False,False,True,False
31,58,4,842379,447366,459769,True,Rollover,Windshield,3,False,True,False,False,False
35,30,6,549697,391428,412465,True,Theft,Engine,5,False,False,False,True,True
35,62,3,1128392,280682,295807,False,Fire,Engine,1,True,False,True,False,True
68,61,2,883589,286317,302341,True,Side collision,Side panel,3,True,True,False,False,False
63,52,6,748360,477090,482930,False,Hit and run,Side panel,3,True,True,False,False,False
45,36,9,788657,559894,563356,True,Side collision,Total loss,3,True,False,False,False,False
37,37,0,927139,230443,250292,True,Side collision,Rear bumper,1,True,True,False,False,False
34,50,5,825292,384901,401480,True,Rollover,Engine,4,True,False,False,False,False
38,49,4,1027774,655699,677264,False,Theft,Rear bumper,6,True,False,False,True,True
40,62,1,614983,304343,312251,True,Side collision,Engine,6,False,True,False,False,False
53,98,9,593524,288843,291620,True,Side collision,Front bumper,0,True,True,False,False,False
70,102,8,926194,372997,381188,True,Rollover,Engine,2,False,True,False,False,False
59,87,5,1075144,248918,261662,True,Hit and run,Side panel,4,True,False,False,False,False
58,117,5,1099720,32823,57376,True,Theft,Side panel,4,True,True,False,True,False
67,59,0,372877,230718,235855,True,Rollover,Side panel,0,True,True,False,False,False
60,49,5,589970,148917,162635,False,Rear-end collision,Total loss,6,True,True,False,False,False
47,22,6,1068194,334395,340140,True,Hit and run,Engine,6,False,True,False,False,False
31,68,8,313632,191420,219800,True,Fire,Side panel,2,True,True,True,False,False
22,101,7,525122,275132,277601,True,Theft,Total loss,6,True,False,False,True,False
52,86,3,570358,177784,182209,True,Side collision,Side panel,5,True,False,False,False,False
21,53,6,498478,51624,76970,True,Hit and run,Front bumper,2,True,True,False,False,False
47,42,6,339521,39210,61222,True,Rollover,Engine,4,True,False,False,False,False
60,77,2,868738,602435,606924,True,Hit and run,Windshield,1,True,True,False,False,False
28,12,0,644754,104036,133527,True,Side collision,Front bumper,1,True,False,False,False,False
43,94,9,657491,400443,407154,True,Hit and run,Side panel,2,False,False,False,False,False
59,7,3,457036,326515,335045,False,Side collision,Windshield,1,False,True,False,False,True
33,25,0,740239,157768,172842,False,Hit and run,Front bumper,3,False,True,False,False,False
68,72,1,997350,699206,709455,True,Theft,Side panel,3,False,True,False,True,False
30,113,7,869156,172542,186179,True,Theft,Engine,2,True,False,False,True,False
21,55,2,676697,444807,453177,True,Theft,Front bumper,1,True,False,False,True,True
62,79,9,451663,81431,110824,True,Rollover,Engine,1,True,True,False,False,False
46,15,10,556974,269433,298567,True,Rollover,Total loss,3,False,True,False,False,False
21,74,9,920359,389257,411826,True,Side collision,Rear bumper,6,False,False,False,False,False
31,66,3,438649,243729,256684,True,Fire,Front bumper,4,False,True,True,False,False
40,94,0,767864,439669,464136,True,Rear-end collision,Windshield,2,False,True,False,False,False
55,120,8,1046789,324748,353214,True,Rear-end collision,Total loss,4,False,False,False,False,False
37,83,10,796759,219802,224573,True,Theft,Total loss,3,True,True,False,True,False
26,70,4,662048,216860,230909,True,Rollover,Rear bumper,0,True,False,False,False,False
51,68,10,515557,299193,305823,True,Side collision,Side panel,3,False,False,False,False,False
66,29,3,1164699,713215,721029,False,Theft,Front bumper,4,True,False,False,True,True
58,91,9,694375,65104,91439,True,Side collision,Rear bumper,0,True,True,False,False,False
49,60,12,1049971,718194,731656,True,Hit and run,Side panel,3,True,True,False,False,False
57,87,0,573442,343217,367762,True,Fire,Front bumper,4,False,False,True,False,False
48,29,3,845651,207653,232306,False,Theft,Rear bumper,2,False,True,False,True,True
55,78,5,929297,586276,615184,True,Hit and run,Front bumper,5,False,True,False,False,False
48,64,1,902973,332375,347848,True,Rollover,Side panel,2,False,False,False,False,False
37,69,1,986702,482860,490872,True,Rollover,Engine,0,False,False,False,False,False
67,3,3,588907,21146,49452,True,Fire,Windshield,3,False,False,True,False,False
27,15,5,1154111,751134,754616,False,Theft,Windshield,0,False,True,False,True,True
39,63,8,733415,195822,219575,True,Rollover,Front bumper,2,True,False,False,False,False
46,117,12,823359,79984,93655,True,Side collision,Total loss,3,False,True,False,False,False
65,97,4,1064533,440622,449367,True,Hit and run,Engine,1,True,False,False,False,False
46,80,5,1079369,595695,601389,False,Fire,Engine,0,True,False,True,False,False
65,57,3,659051,234720,242580,False,Rear-end collision,Engine,3,True,False,False,False,False
65,14,2,389280,246353,263967,True,Rollover,Engine,5,False,False,False,False,False
24,26,0,1144350,808133,823133,False,Fire,Total loss,1,False,True,True,False,True
22,69,11,570548,269751,299018,True,Fire,Rear bumper,1,True,False,True,False,False
67,26,8,585341,254856,271882,True,Rollover,Total loss,4,False,False,False,False,False
52,84,0,1148670,283218,308387,True,Side collision,Engine,1,False,False,False,False,False
29,47,3,707405,317991,345359,True,Theft,Side panel,3,False,True,False,True,False
41,26,2,438313,292910,310943,True,Rear-end collision,Engine,1,True,False,False,False,False
24,77,6,1038509,340338,363294,False,Side collision,Total loss,3,False,True,False,False,False
64,28,2,832759,111834,129998,True,Rollover,Engine,1,False,True,False,False,False
66,5,1,785657,424762,430415,True,Rear-end collision,Engine,0,True,True,False,False,False
39,117,6,1080319,655879,659166,True,Theft,Windshield,1,True,False,False,True,False
45,53,1,1171665,419943,442052,True,Theft,Rear bumper,4,False,False,False,True,False
44,75,4,617497,67876,78294,True,Theft,Engine,2,False,True,False,True,False
54,45,10,950490,750340,766909,False,Side collision,Side panel,3,True,True,False,False,True
31,91,11,551431,163085,188602,True,Fire,Windshield,6,True,False,True,False,False
35,77,11,544671,82287,91005,True,Side collision,Front bumper,2,False,False,False,False,False
38,31,2,531508,338500,356436,True,Fire,Engine,4,True,True,True,False,False
41,54,5,676236,229538,233767,True,Theft,Engine,0,True,True,False,True,False
65,42,0,528493,396638,410232,True,Rear-end collision,Rear bumper,5,True,True,False,False,True
44,53,5,943680,576895,592724,True,Fire,Windshield,0,False,False,True,False,False
62,28,3,532558,192100,217893,True,Rollover,Total loss,5,True,True,False,False,False
62,43,0,598659,105898,121033,False,Side collision,Windshield,1,True,True,False,False,False
45,106,8,784531,404459,414553,False,Rear-end collision,Total loss,1,True,False,False,False,False
30,16,10,815704,178846,197244,True,Fire,Front bumper,6,True,True,True,False,False
36,49,8,616081,450073,468710,False,Theft,Windshield,5,True,True,False,True,True
63,34,0,679453,541125,548032,False,Rear-end collision,Side panel,3,False,False,False,False,True
24,72,4,311070,173374,190309,True,Side collision,Side panel,3,True,False,False,False,False
32,95,10,336681,233227,262632,True,Theft,Engine,5,False,True,False,True,False
59,113,4,947520,673670,681241,True,Rear-end collision,Total loss,0,False,True,False,False,False
24,30,9,473822,313511,326383,True,Rollover,Side panel,5,True,True,False,False,False
53,106,2,725405,106727,134953,True,Theft,Front bumper,1,False,True,False,True,False
50,110,2,767926,591842,599285,True,Hit and run,Windshield,2,True,False,False,False,False
41,39,1,569833,83418,91681,False,Rollover,Windshield,3,False,True,False,False,False
50,88,11,966929,128415,156554,True,Rear-end collision,Engine,6,False,False,False,False,False
58,97,1,483350,294919,297399,False,Fire,Windshield,4,True,False,True,False,True
21,26,7,342487,149821,152349,False,Hit and run,Front bumper,1,True,True,False,False,False
23,56,9,1197118,925022,949280,True,Hit and run,Windshield,2,True,True,False,False,False
51,34,7,621514,83323,103676,True,Fire,Windshield,1,True,True,True,False,False
34,79,3,735066,272489,290715,True,Theft,Engine,4,True,True,False,True,False
28,4,2,950843,644886,666771,True,Rear-end collision,Total loss,5,False,False,False,False,False
22,4,1,707811,456255,481983,True,Rollover,Front bumper,1,False,False,False,False,False
28,2,0,425338,228780,249612,False,Hit and run,Engine,3,False,True,False,False,False
38,39,5,1131440,886754,901672,True,Hit and run,Side panel,6,False,True,False,False,True
47,117,5,663794,293337,305112,True,Fire,Total loss,2,True,True,True,False,False
27,114,2,1041785,505178,534305,True,Side collision,Total loss,1,False,False,False,False,False
63,71,11,716361,566202,588078,True,Theft,Total loss,1,False,True,False,True,False
35,19,2,306582,15997,30578,True,Rollover,Side panel,4,False,True,False,False,False
28,4,12,415749,42780,52365,False,Theft,Engine,6,True,False,False,True,True
57,11,4,717189,150587,171827,True,Rear-end collision,Front bumper,1,True,False,False,False,False
47,85,11,1037051,509682,524254,False,Hit and run,Side panel,6,True,False,False,False,True
41,102,3,1171300,824179,839550,True,Hit and run,Engine,0,False,True,False,False,False
45,11,6,960004,643104,663509,True,Rollover,Engine,3,False,True,False,False,False
26,24,10,942565,34464,43046,False,Side collision,Rear bumper,6,False,False,False,False,False
67,111,1,398786,20340,50109,True,Fire,Rear bumper,6,True,True,True,False,False
37,85,7,489630,357499,372554,False,Side collision,Side panel,1,False,False,False,False,True
70,77,1,955369,144478,169645,True,Hit and run,Side panel,1,False,True,False,False,False
22,13,2,494485,154564,181171,True,Rollover,Rear bumper,4,True,True,False,False,True
35,60,6,607984,382360,393066,True,Rear-end collision,Windshield,3,False,False,False,False,False
40,116,6,1069050,689465,707379,True,Theft,Side panel,4,True,False,False,True,False
35,101,4,971366,662622,666317,True,Theft,Rear bumper,5,False,False,False,True,False
31,74,4,525350,60180,70101,True,Side collision,Engine,2,True,False,False,False,False
26,45,12,1166460,446477,463411,True,Side collision,Front bumper,4,True,True,False,False,False
55,14,7,566721,361207,368705,False,Rollover,Rear bumper,1,True,True,False,False,False
39,59,1,536961,221678,235054,True,Rear-end collision,Front bumper,4,False,True,False,False,False
68,2,4,1186832,419812,433959,True,Theft,Side panel,0,False,False,False,True,False
63,36,10,655770,139453,166561,True,Side collision,Total loss,1,False,True,False,False,False
60,111,10,1170520,667690,670508,True,Theft,Windshield,3,True,False,False,True,False
33,61,5,549850,88351,98020,True,Side collision,Front bumper,1,False,True,False,False,False
63,23,6,1130701,581328,587697,True,Side collision,Side panel,1,True,True,False,False,False
51,73,6,786651,143877,159319,True,Rear-end collision,Total loss,1,False,True,False,False,False
69,111,0,354287,158802,164139,True,Side collision,Total loss,3,False,True,False,False,True
38,10,3,664386,478866,508807,False,Theft,Side panel,0,False,False,False,True,True
35,7,7,335873,94329,104003,False,Theft,Rear bumper,5,True,True,False,True,True
33,66,5,882900,694135,724129,False,Fire,Engine,4,True,True,True,False,True
29,103,3,805764,583304,597602,True,Fire,Front bumper,6,True,False,True,False,False
53,2,0,692097,525907,544763,True,Fire,Front bumper,2,True,False,True,False,False
27,107,6,796305,219127,237722,True,Rollover,Side panel,2,True,True,False,False,False
22,15,0,312570,142421,163999,True,Theft,Total loss,1,False,False,False,True,False
67,77,10,550494,152307,175028,False,Rear-end collision,Total loss,2,False,False,False,False,False
39,79,9,326624,40266,43924,True,Fire,Engine,3,True,False,True,False,False
66,16,0,423737,189258,206019,True,Side collision,Side panel,0,True,False,False,False,False
67,83,11,388415,10065,38041,True,Rollover,Windshield,0,False,True,False,False,False
50,97,4,1180317,837973,858602,True,Rollover,Engine,6,False,True,False,False,False
25,107,5,732437,334114,338009,True,Rear-end collision,Side panel,3,True,False,False,False,False
25,101,6,920371,355451,377241,True,Hit and run,Front bumper,2,False,True,False,False,False
33,12,11,1175533,819497,848929,True,Side collision,Side panel,2,True,True,False,False,False
59,115,3,990597,790526,806683,True,Theft,Windshield,0,False,True,False,True,False
49,119,11,914502,37179,60326,True,Theft,Rear bumper,5,True,True,False,True,True
58,92,6,1096071,566830,580794,False,Fire,Front bumper,4,False,False,True,False,True
55,20,0,556544,323644,337020,True,Side collision,Front bumper,3,False,False,False,False,False
69,72,0,406181,95525,97962,True,Hit and run,Windshield,3,True,False,False,False,False
68,22,0,1059876,535704,558294,True,Rear-end collision,Rear bumper,4,False,True,False,False,False
44,9,7,477811,290537,294931,True,Rollover,Total loss,5,False,True,False,False,False
49,118,7,801275,603985,608296,True,Fire,Total loss,2,True,True,True,False,False
70,106,8,1022241,292556,318573,False,Fire,Total loss,3,False,True,True,False,False
35,14,6,612425,137635,160444,True,Fire,Front bumper,2,False,True,True,False,False
41,111,4,413987,292601,317073,False,Rollover,Rear bumper,0,False,True,False,False,True
29,65,5,661849,330187,352314,True,Rollover,Rear bumper,3,True,False,False,False,False
52,32,4,407580,194071,216235,False,Hit and run,Side panel,2,True,True,False,False,False
33,65,5,1160054,104532,122446,True,Side collision,Total loss,0,True,False,False,False,False
59,16,11,843258,612281,635701,False,Theft,Front bumper,1,False,False,False,True,True
61,62,2,362667,233650,262306,False,Hit and run,Total loss,5,False,False,False,False,True
70,56,5,611339,385037,409062,False,Rollover,Rear bumper,1,True,True,False,False,False
59,29,11,1003793,461545,484723,True,Hit and run,Total loss,0,False,True,False,False,False
46,86,1,836596,651876,669134,True,Side collision,Front bumper,3,True,False,False,False,False
63,36,1,1109480,767585,788517,True,Hit and run,Side panel,4,False,True,False,False,False
50,113,5,595246,248341,277745,True,Rollover,Windshield,3,False,False,False,False,False
63,60,12,446780,17761,42639,True,Rear-end collision,Side panel,6,False,True,False,False,False
28,4,5,961623,425527,443136,False,Rear-end collision,Windshield,5,False,False,False,False,True
50,117,2,1199320,450819,465433,False,Side collision,Total loss,3,False,False,False,False,False
37,76,12,613088,408303,420872,True,Rear-end collision,Total loss,0,False,True,False,False,False
56,104,7,761166,346929,353901,True,Theft,Windshield,5,False,False,False,True,False
28,79,9,911442,591883,602911,False,Fire,Rear bumper,0,False,True,True,False,True
56,78,4,542133,19258,24670,True,Rear-end collision,Side panel,3,False,False,False,False,False
39,98,7,757842,90660,92714,True,Hit and run,Engine,5,False,True,False,False,False
68,15,5,988437,519522,548585,True,Rear-end collision,Rear bumper,0,False,True,False,False,False
56,6,5,427793,211241,215683,True,Side collision,Total loss,2,False,True,False,False,False
38,95,10,939651,445934,474349,True,Hit and run,Engine,2,False,False,False,False,False
61,47,11,451657,95014,115658,True,Rear-end collision,Windshield,1,True,False,False,False,False
39,59,3,350055,179493,203322,False,Hit and run,Side panel,1,True,True,False,False,False
69,111,3,1158809,508358,514084,True,Hit and run,Engine,2,False,True,False,False,False
70,2,5,1006068,224399,233092,False,Fire,Engine,6,False,False,True,False,True
42,28,9,708325,39949,67218,True,Rollover,Rear bumper,2,True,True,False,False,False
58,47,1,905725,207126,225863,True,Side collision,Engine,5,True,False,False,False,False
43,118,1,526611,115957,136119,False,Rollover,Side panel,4,False,True,False,False,True
60,27,0,831091,632569,649818,True,Fire,Total loss,6,True,True,True,False,True
50,84,6,761239,372254,381363,True,Side collision,Rear bumper,3,True,False,False,False,False
21,50,0,445460,155668,167036,True,Theft,Engine,4,False,False,False,True,False
42,52,0,1026021,363529,369261,True,Rear-end collision,Total loss,2,True,False,False,False,False
70,53,3,878160,702378,715616,True,Theft,Total loss,6,True,False,False,True,False
43,70,7,861979,623664,634797,True,Rollover,Engine,4,False,False,False,False,False
25,15,10,1141869,134331,162070,True,Hit and run,Engine,5,False,False,False,False,True
70,52,8,599046,189622,215394,True,Theft,Side panel,3,True,True,False,True,False
70,120,12,300396,224015,232177,True,Rear-end collision,Windshield,4,False,True,False,False,True
29,31,0,1039363,266175,275923,True,Hit and run,Total loss,3,False,True,False,False,False
50,103,5,849726,96927,122381,False,Hit and run,Windshield,2,False,False,False,False,False
48,66,12,498374,220677,248665,True,Theft,Engine,0,True,True,False,True,False
63,76,2,429025,275268,289472,False,Side collision,Windshield,1,False,False,False,False,False
60,85,3,773946,172814,198500,True,Side collision,Rear bumper,6,False,True,False,False,False
